city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,population_x,temp_dew,temp_dew_l4
1,29,0.2916,0.2118,0.3012,0.2806667,23.184285713999998,40.9,82.1442857143,17.7371428571,28.1285714286,6.9,32.8,23.9,12.2,2,2327000.0,False,True
1,30,0.1505667,0.1717,0.2269,0.2145571,22.810000000000002,42.53,80.7428571429,17.3414285714,28.1142857143,6.35714285714,31.7,22.8,32.6,6,2327000.0,True,True
1,31,0.16048335,0.24715,0.3797,0.3813571,23.02285714300001,34.6,80.5842857143,17.5942857143,28.2428571429,8.08571428571,34.4,22.8,37.6,17,2327000.0,True,False
1,32,0.1704,0.06433333,0.1644429,0.1388571,23.382857143000024,20.0,79.65,17.95,28.2,7.55714285714,33.3,23.3,11.4,23,2327000.0,True,True
1,33,0.18031665,0.1280333,0.2069571,0.1682429,23.885714285999995,101.9,84.1785714286,18.5157142857,28.0428571429,6.68571428571,32.8,22.8,44.7,13,2327000.0,True,False
1,34,0.1902333,0.1688,0.1676571,0.1722857,23.57857142900002,25.9,80.9471428571,18.1742857143,28.3428571429,7.01428571429,33.3,23.3,5.4,21,2327000.0,True,True
1,35,0.2529,0.33075,0.2641714,0.2843143,23.867142857000033,39.8,83.3485714286,18.5157142857,28.6571428571,6.52857142857,32.2,24.4,13.7,28,2327000.0,False,True
1,36,0.2354,0.200025,0.2838167,0.2304429,22.967142857,30.4,77.1728571429,17.56,28.3285714286,7.61428571429,32.8,23.3,14.2,24,2327000.0,False,True
1,37,0.1279667,0.4371,0.1234,0.1482833,24.04285714300005,24.18,81.5514285714,18.7771428571,28.6857142857,8.05714285714,33.9,24.4,25.9,20,2327000.0,False,True
1,38,0.19635,0.1824333,0.2548286,0.3056857,23.28142857100005,36.6,81.6371428571,17.8928571429,28.2428571429,8.11428571429,32.8,23.9,3.3,40,2327000.0,False,True
1,39,0.1161,0.2609,0.1994429,0.2442167,22.878571429000033,16.4,77.0485714286,17.4685714286,28.3428571429,7.72857142857,32.8,24.4,15.8,27,2327000.0,False,False
1,40,0.22855,0.18975,0.2124857,0.2011857,23.51428571400004,36.1,78.52,18.18,28.7714285714,8.02857142857,33.3,23.9,11.7,42,2327000.0,False,False
1,41,0.17115,0.06755,0.1794667,0.1577167,23.77857142900001,132.4,84.11,18.5128571429,28.6285714286,7.31428571429,33.3,24.4,57.7,33,2327000.0,False,False
1,42,0.158675,0.0702,0.1816167,0.16575,23.394285714000034,279.6,85.6214285714,18.1157142857,27.6285714286,7.4,32.8,23.3,61.8,43,2327000.0,True,False
1,43,0.1462,0.08975,0.1288286,0.1239286,23.107142857000042,94.52,85.5028571429,17.75,26.7714285714,7.62857142857,32.2,21.7,91.5,37,2327000.0,True,False
1,44,0.25225,0.1834333,0.318,0.2959,23.384285714000043,22.26,82.7871428571,18.0342857143,27.9714285714,8.64285714286,33.3,22.8,6.3,57,2327000.0,True,False
1,45,0.1526,0.181775,0.1783286,0.1866286,23.414285714000016,14.4,81.7157142857,18.0742857143,28.4714285714,8.42857142857,33.3,23.9,6.6,71,2327000.0,False,False
1,46,0.2908,0.2246,0.1803857,0.2348857,22.53714285700005,7.1,75.7285714286,17.0857142857,27.5428571429,8.6,32.8,22.2,38.9,44,2327000.0,True,True
1,47,0.2722,0.33035,0.1316333,0.1253833,22.225714286000027,36.7,78.1514285714,16.7528571429,26.8,7.41428571429,31.7,22.2,9.6,56,2327000.0,True,True
1,48,0.1367667,0.216525,0.1767857,0.1415857,21.661428571000044,44.3,81.3857142857,16.2085714286,26.2,7.12857142857,31.1,20.6,26.7,53,2327000.0,True,True
1,49,0.1098,0.0886,0.2667833,0.2517,21.632857143000024,71.8,79.9085714286,16.1614285714,25.9857142857,5.54285714286,29.4,22.2,69.0,52,2327000.0,False,False
1,50,0.12135,0.26166,0.1913857,0.2099857,18.854285714000014,4.1,68.7228571429,13.6157142857,24.6857142857,7.77142857143,29.4,19.4,2.8,47,2327000.0,False,True
1,51,0.2931333,0.2668667,0.2608571,0.3027286,21.408571429000006,32.31,80.0828571429,15.9542857143,25.7142857143,6.58571428571,30.6,21.1,19.8,26,2327000.0,True,True
1,52,0.3025,0.2772333,0.1712667,0.1616222,18.955714286000045,5.46,69.6814285714,13.6828571429,25.1571428571,5.84285714286,28.9,21.1,20.9,27,2327000.0,False,True
1,1,0.1465,0.1404667,0.1515,0.1673143,18.75714285700002,4.8,72.9385714286,13.5114285714,24.3857142857,7.45714285714,29.4,18.9,5.3,21,2345000.0,False,False
1,2,0.20809999999999998,0.1004667,0.2519,0.1376167,20.132857143000024,26.33,76.6285714286,14.6714285714,24.9142857143,6.31428571429,28.3,21.1,31.7,21,2345000.0,False,False
1,3,0.2697,0.2935667,0.2599429,0.2179,20.26285714300002,27.4,78.5,14.7985714286,25.2428571429,6.57142857143,29.4,21.1,16.5,26,2345000.0,False,True
1,4,0.3313,0.3093333,0.2210286,0.2027571,19.232857143000047,0.7,71.5971428571,13.8785714286,24.7142857143,7.77142857143,29.4,18.3,6.8,34,2345000.0,True,False
1,5,0.0917,0.246425,0.2438571,0.1956,19.422857143000044,5.7,71.7842857143,14.0442857143,24.8285714286,8.15714285714,30.0,18.9,5.9,37,2345000.0,True,False
1,6,0.3801,0.2285667,0.2550429,0.2258,20.0,19.69,75.7942857143,14.5414285714,25.0571428571,6.88571428571,30.0,20.6,7.3,17,2345000.0,False,False
1,7,0.0712,0.2211,0.2762429,0.2673429,19.82285714300002,21.4,78.8957142857,14.46,25.1428571429,8.87142857143,32.2,18.9,5.6,19,2345000.0,True,False
1,8,0.1207,0.2094,0.1084333,0.1194,20.481428571000038,26.2,79.74,15.0357142857,25.8428571429,8.47142857143,32.2,20.0,17.8,25,2345000.0,True,True
1,9,0.1702,0.2086,0.13752,0.1914333,20.25714285700002,23.8,77.9771428571,14.7942857143,25.2571428571,7.2,30.6,20.0,30.7,18,2345000.0,True,True
1,10,0.21075,0.2641,0.2476857,0.2163571,20.381428571000015,8.3,77.3157142857,14.92,26.0142857143,8.31428571429,31.1,20.6,10.9,21,2345000.0,False,False
1,11,0.169325,0.22125,0.21325,0.2405429,20.185714286000007,13.37,78.1385714286,14.7871428571,25.9285714286,8.97142857143,31.7,20.6,3.6,17,2345000.0,False,True
1,12,0.1279,0.1784,0.1470143,0.1593,20.104285714000014,11.1,77.8828571429,14.7457142857,26.0857142857,6.97142857143,32.2,21.1,5.7,17,2345000.0,False,True
1,13,0.28035,0.223575,0.2478833,0.2473857,20.590000000000032,21.26,80.0014285714,15.1485714286,26.0571428571,6.58571428571,32.2,22.2,26.9,16,2345000.0,False,True
1,14,0.1691,0.216825,0.2605143,0.2219714,19.33000000000004,20.9,75.6628571429,13.9914285714,25.2428571429,6.81428571429,28.9,20.6,4.1,16,2345000.0,False,False
1,15,0.1765,0.2763,0.1845333,0.1773667,20.465714286000036,19.78,79.6285714286,14.9928571429,25.3,6.51428571429,28.9,21.1,18.8,15,2345000.0,False,False
1,16,0.0774,0.1024,0.16355,0.2061667,19.02000000000004,21.9,73.3514285714,13.7328571429,25.5142857143,6.27142857143,29.4,21.1,19.4,23,2345000.0,False,False
1,17,0.14328335,0.18845,0.1883143,0.2249429,20.878571429000033,19.7,78.4471428571,15.4614285714,26.5285714286,8.01428571429,32.8,21.7,3.5,16,2345000.0,False,False
1,18,0.2091667,0.160575,0.1761714,0.1761714,21.82000000000005,8.38,79.36,16.3142857143,27.3142857143,7.71428571429,32.2,22.8,2.8,17,2345000.0,False,False
1,19,0.11595,0.180175,0.1063857,0.1111857,21.662857142999997,20.6,79.5414285714,16.1857142857,26.9285714286,6.92857142857,31.7,22.8,40.2,12,2345000.0,False,False
1,20,0.091425,0.10455,0.15115,0.0964,21.468571429000008,35.37,80.0671428571,15.9742857143,26.5285714286,6.58571428571,30.6,22.8,32.8,17,2345000.0,False,False
1,21,0.0669,0.1335667,0.09711667,0.1356,21.97428571400002,59.3,81.3014285714,16.5014285714,27.3857142857,6.7,31.7,22.8,3.6,10,2345000.0,False,False
1,22,0.1401,0.1594667,0.2143167,0.2571,22.124285713999996,43.4,81.0885714286,16.6457142857,27.9428571429,7.01428571429,33.3,23.3,5.6,15,2345000.0,False,False
1,23,0.08585,0.087,0.1196,0.1659286,21.77571428600004,5.0,76.0742857143,16.3242857143,28.0714285714,7.5,33.3,23.3,20.6,19,2345000.0,False,False
1,24,0.1091,0.1564667,0.1734286,0.1739714,22.342857143000003,5.82,77.0357142857,16.8828571429,28.2285714286,7.97142857143,33.9,23.9,9.4,21,2345000.0,False,False
1,25,0.0596,0.09235,0.1301286,0.1306429,23.150000000000034,17.0,81.4214285714,17.7042857143,28.9285714286,7.14285714286,33.9,25.0,3.3,14,2345000.0,False,False
1,26,0.07965,0.122,0.1851143,0.1582429,23.07857142900002,37.8,82.7457142857,17.6285714286,27.9142857143,7.4,32.8,22.8,12.4,18,2345000.0,True,False
1,27,0.08827499999999999,0.1779333,0.2015286,0.1981571,22.79571428600002,51.99,81.6942857143,17.3528571429,28.3714285714,6.6,32.8,23.9,24.7,13,2345000.0,False,False
1,28,0.0969,0.127633315,0.13805,0.1679167,22.641428571000006,18.7,77.8771428571,17.1514285714,28.4142857143,6.67142857143,32.8,24.4,4.6,14,2345000.0,False,False
1,29,0.0885,0.07733333,0.09982857,0.1166429,22.931428571000026,23.6,78.2414285714,17.4728571429,28.8,6.91428571429,33.9,23.9,12.2,18,2345000.0,False,False
1,30,0.0801,0.00805,0.1380333,0.1290667,23.182857143000035,27.4,81.4828571429,17.7342857143,28.0,5.88571428571,32.8,24.4,43.1,23,2345000.0,False,True
1,31,0.076625,0.060225,0.1906429,0.1593286,23.32857142900002,34.39,81.8971428571,17.8785714286,28.5714285714,6.34285714286,33.3,25.0,18.0,25,2345000.0,False,False
1,32,0.07315,0.1124,0.1925857,0.2093571,23.31857142900003,31.5,81.96,17.8957142857,28.5,6.51428571429,32.8,24.4,12.5,62,2345000.0,False,False
1,33,0.0593,0.10527,0.1551,0.1567,23.334285714000032,20.4,79.1971428571,17.9114285714,29.4285714286,5.47142857143,33.3,25.6,3.3,60,2345000.0,False,False
1,34,0.0569,0.09814,0.1285143,0.1437286,23.431428571000026,25.47,80.2557142857,18.0114285714,29.2714285714,7.51428571429,34.4,24.4,1.5,76,2345000.0,False,False
1,35,0.0693,0.05705,0.22504,0.1864,23.52000000000004,23.8,81.5942857143,18.0914285714,28.1571428571,7.0,32.2,23.9,10.7,66,2345000.0,False,False
1,36,0.10805,0.091675,0.1398,0.1624143,23.648571429000015,42.33,82.31,18.2628571429,28.9428571429,7.54285714286,34.4,24.4,27.2,64,2345000.0,False,False
1,37,0.10475,0.1598333,0.11208,0.1446429,23.30142857100003,11.4,78.6271428571,17.8957142857,28.9714285714,7.7,33.9,23.3,61.0,68,2345000.0,True,False
1,38,0.1098,0.1527333,0.1685714,0.1688714,23.75142857100002,28.8,80.8771428571,18.4,28.9142857143,6.8,33.3,24.4,7.9,89,2345000.0,False,False
1,39,0.1676,0.1489,0.1714286,0.2181429,23.439999999999998,77.5,81.4242857143,18.0442857143,28.1428571429,6.68571428571,32.8,24.4,31.8,92,2345000.0,False,False
1,40,0.1291,0.16672,0.177,0.1955571,23.24714285700003,60.0,82.4857142857,17.85,27.7428571429,6.91428571429,32.8,23.3,26.5,140,2345000.0,False,False
1,41,0.093,0.093,0.1450833,0.1681667,22.737142857000038,55.1,80.5157142857,17.3442857143,27.6571428571,6.61428571429,31.7,22.8,8.3,116,2345000.0,False,True
1,42,0.0137,0.12886,0.1090429,0.1070286,22.868571429000042,31.19,79.3828571429,17.4314285714,28.5428571429,7.62857142857,33.9,24.4,21.3,142,2345000.0,False,False
1,43,0.1944,0.1186,0.1808143,0.1998714,22.30571428600001,12.6,76.7771428571,16.85,27.8285714286,7.08571428571,32.8,23.3,3.5,129,2345000.0,False,False
1,44,0.094,0.09665,0.1255667,0.1213167,22.76857142900002,26.83,78.9871428571,17.3757142857,28.1142857143,7.25714285714,32.8,24.4,4.8,140,2345000.0,False,False
1,45,0.0544,0.05475,0.1121333,0.1193857,22.417142857000044,74.83,81.0585714286,16.9671428571,27.1857142857,6.75714285714,32.2,22.8,41.4,140,2345000.0,False,False
1,46,0.0954,0.1114,0.1949429,0.1980571,22.465714286000036,72.7,83.5142857143,17.0614285714,26.6571428571,6.74285714286,31.1,22.2,28.2,127,2345000.0,True,False
1,47,0.00825,0.028425,0.1387429,0.1796429,20.879999999999995,15.1,75.5485714286,15.46,26.3142857143,6.81428571429,30.0,22.2,9.4,129,2345000.0,False,False
1,48,0.08786667,0.1519,0.1796286,0.1661857,21.788571429,78.43,81.4857142857,16.3228571429,26.2714285714,6.58571428571,30.0,22.2,76.2,169,2345000.0,False,False
1,49,0.0802,0.14025,0.1336286,0.1344571,21.82428571400004,35.1,80.2757142857,16.34,26.7285714286,6.05714285714,30.6,23.3,19.6,141,2345000.0,False,False
1,50,-0.02665,0.2128,0.2224143,0.2289429,21.364285714000005,26.8,78.6214285714,15.8842857143,25.6142857143,5.85714285714,29.4,21.7,34.2,108,2345000.0,False,True
1,51,0.04845,0.04613333,0.1144,0.04045714,19.715714286000036,8.76,72.8614285714,14.3357142857,25.0,6.15714285714,28.9,20.6,6.1,78,2345000.0,False,False
1,52,0.12355,0.1237,0.1379333,0.1297556,18.895714286000043,19.3,76.1271428571,13.6357142857,24.3571428571,6.18571428571,28.3,19.4,13.7,70,2345000.0,False,False
1,2,0.1008333,0.073575,0.1387143,0.1127857,21.30714285700003,18.3,81.3,15.8785714286,25.6571428571,7.5,30.6,20.6,58.2,104,2363000.0,True,False
1,3,0.2224,0.2299,0.1984571,0.1994143,21.31714285700002,19.8,84.1171428571,15.8328571429,25.4714285714,6.17142857143,31.1,21.7,32.3,90,2363000.0,False,False
1,4,0.1225333,0.13105,0.1888429,0.1688714,19.871428571000024,5.11,78.2914285714,14.4828571429,24.8571428571,7.44285714286,30.6,20.0,1.3,85,2363000.0,False,False
1,5,0.11206664999999999,0.0483,0.1736714,0.1919286,19.56857142900003,6.5,75.22,14.1857142857,24.8,6.58571428571,28.9,20.0,9.2,55,2363000.0,False,False
1,6,0.1016,0.0846,0.1117167,0.1879571,19.467142857,16.2,77.0585714286,14.1228571429,24.7142857143,7.35714285714,30.6,20.0,3.0,53,2363000.0,False,True
1,7,0.10341666666666667,0.1305,0.1957429,0.1788571,21.5,20.1,82.8757142857,16.06,26.0285714286,6.57142857143,32.2,20.0,1.3,65,2363000.0,True,False
1,8,0.10523333333333333,0.1844667,0.1946143,0.2030571,20.478571429,4.4,77.2957142857,15.0128571429,25.7571428571,7.38571428571,33.9,21.7,8.9,33,2363000.0,False,False
1,9,0.10705,0.0815,0.1652429,0.1630571,19.81714285700002,14.4,76.0371428571,14.3814285714,25.2857142857,6.17142857143,29.4,21.7,16.0,38,2363000.0,False,False
1,10,0.09695000000000001,0.18218,0.1910857,0.1928571,20.167142857000044,5.5,76.8785714286,14.7014285714,25.6571428571,7.81428571429,31.1,20.6,2.9,59,2363000.0,False,False
1,11,0.08685,0.09015,0.128,0.1551,20.390000000000043,12.6,78.0571428571,14.9442857143,25.7857142857,7.75714285714,31.7,21.7,5.9,40,2363000.0,False,True
1,12,0.05305,0.08405,0.1417714,0.1345143,20.55857142900004,3.56,77.5057142857,15.1357142857,26.1,7.85714285714,31.1,21.7,4.8,37,2363000.0,False,False
1,13,0.0765,0.08085,0.1348429,0.1068,20.428571429000044,21.0,80.2385714286,14.9685714286,26.2,5.71428571429,32.2,22.2,2.3,29,2363000.0,False,False
1,14,0.09995,0.07765,0.1930667,0.1769,20.73428571400001,16.2,78.0671428571,15.2642857143,26.2285714286,7.52857142857,31.1,21.7,24.1,30,2363000.0,False,False
1,15,0.1039,0.1315,0.1224714,0.1243857,21.04571428600002,11.1,76.3757142857,15.6128571429,26.9857142857,7.84285714286,32.8,21.7,0.0,30,2363000.0,False,False
1,16,0.07515,0.09743333,0.1590286,0.1729857,21.79285714300005,70.6,84.1842857143,16.3242857143,26.8142857143,5.88571428571,31.7,22.8,24.5,28,2363000.0,False,False
1,17,0.0922,0.1137,0.1514143,0.1548286,20.898571429000015,25.8,78.4257142857,15.4528571429,26.6714285714,7.24285714286,31.7,22.2,4.6,23,2363000.0,False,False
1,18,0.0125,0.0635,0.07031429,0.08944286,20.25,4.0,74.9328571429,14.9,27.3714285714,6.5,33.9,23.3,1.6,24,2363000.0,False,False
1,19,0.10875,0.2169,0.1823286,0.2073571,21.071428571000013,45.0,78.48,15.75,26.7857142857,6.91428571429,33.9,22.2,32.0,29,2363000.0,False,False
1,20,0.101875,-0.0088,0.1420667,0.1259,21.125714286000004,27.5,78.3814285714,15.6871428571,27.4428571429,5.95714285714,31.1,22.8,8.1,26,2363000.0,False,False
1,21,0.1024,0.0686,0.06238333,0.0574,22.617142857000033,570.5,85.6471428571,17.2328571429,27.8571428571,6.77142857143,32.8,23.3,22.1,23,2363000.0,False,False
1,22,0.1215,0.10427499999999999,0.2191571,0.2130143,23.184285713999998,130.3,87.3014285714,17.8328571429,27.4285714286,5.95714285714,31.7,23.9,80.2,20,2363000.0,False,False
1,23,0.12165,0.13995,0.1100857,0.1022286,23.372857143000033,50.0,85.8271428571,17.9957142857,27.5,6.91428571429,31.7,22.8,103.9,19,2363000.0,True,False
1,24,0.08395,0.0856,0.1023714,0.1117714,23.004285714000048,43.8,84.87,17.57,28.2,6.87142857143,32.8,24.4,102.4,20,2363000.0,False,False
1,25,0.10445,0.15315,0.1811571,0.1920857,22.892857143000015,37.1,84.2485714286,17.4414285714,28.2857142857,6.74285714286,32.8,24.4,29.8,26,2363000.0,False,False
1,26,0.1302,0.1302,0.13938,0.11475,23.23428571400001,33.7,82.7771428571,17.8071428571,28.4857142857,7.02857142857,32.8,23.9,5.4,29,2363000.0,False,False
1,27,0.1194,0.1439,0.1693286,0.1684714,23.125714286000004,10.0,79.3342857143,17.6671428571,29.2285714286,6.64285714286,33.3,25.6,3.1,31,2363000.0,False,True
1,28,0.1157,0.192,0.1468571,0.1530714,23.04857142900005,5.4,78.4971428571,17.5685714286,28.7285714286,6.61428571429,32.8,24.4,1.8,28,2363000.0,False,False
1,29,0.112,0.1255,0.14214,0.1825333,22.902857143000006,46.1,80.15,17.43,27.6285714286,6.04285714286,31.7,23.9,45.2,26,2363000.0,False,False
1,30,-0.1396,0.05918,0.1371286,0.1288714,22.725714286000027,69.04,81.9842857143,17.2485714286,27.5571428571,6.85714285714,31.7,23.3,41.0,32,2363000.0,False,False
1,31,0.0539,0.1261333,0.1337714,0.1499143,22.59571428600003,58.8,82.3457142857,17.1142857143,27.9714285714,6.92857142857,32.2,22.8,14.2,35,2363000.0,False,False
1,32,0.152675,0.173275,0.1500429,0.1450571,23.00857142900003,27.1,80.7842857143,17.5471428571,28.0714285714,6.1,31.7,23.3,16.6,33,2363000.0,False,False
1,33,0.16395,0.12665,0.2150571,0.2192714,22.857142857000042,81.8,82.75,17.4157142857,27.6714285714,7.55714285714,31.7,22.8,41.9,30,2363000.0,True,False
1,34,0.1146,0.1368,0.1855857,0.1925714,23.06428571400005,61.6,82.3171428571,17.6014285714,28.2142857143,6.92857142857,33.9,24.4,42.7,52,2363000.0,False,False
1,35,0.0875,0.0817,0.1799429,0.2217571,22.907142856999997,28.9,78.8642857143,17.4585714286,28.2714285714,6.82857142857,32.2,23.9,3.1,59,2363000.0,False,False
1,36,0.1057375,0.2175,0.1240143,0.1256571,23.02571428600004,34.36,79.2042857143,17.5642857143,28.7285714286,7.48571428571,34.4,24.4,6.5,67,2363000.0,False,False
1,37,0.123975,0.1768,0.2357429,0.2148286,22.78714285700005,87.2,79.93,17.3528571429,28.0285714286,6.54285714286,32.2,23.9,23.6,65,2363000.0,False,True
1,38,0.0519,0.07226667,0.1775714,0.1588143,22.961428571,32.6,79.5257142857,17.5414285714,28.1428571429,7.08571428571,32.8,23.9,28.9,74,2363000.0,False,False
1,39,0.1435,0.1435,0.1984,0.2122714,23.131428571000015,116.79,83.7,17.7514285714,27.5571428571,7.24285714286,32.8,23.3,60.9,70,2363000.0,False,False
1,40,0.1972,0.12715,0.1581333,0.09435,22.980000000000018,34.2,81.2971428571,17.6042857143,27.9714285714,7.22857142857,33.3,23.3,22.6,61,2363000.0,False,False
1,41,0.137225,0.10745,0.1771857,0.1911,23.27428571400003,19.4,79.7371428571,17.8971428571,28.8857142857,7.8,35.0,23.9,0.0,53,2363000.0,False,False
1,42,0.3371,0.1979,0.1945857,0.1832286,22.742857143000037,11.3,77.8342857143,17.3085714286,29.1571428571,7.11428571429,33.3,25.0,8.0,76,2363000.0,False,False
1,43,-0.0156,0.0312,0.1042167,0.1129833,22.49571428600001,21.5,77.8757142857,17.0442857143,28.6571428571,7.45714285714,32.8,23.9,11.9,61,2363000.0,False,False
1,44,0.1242,0.1254,0.1156,0.1124286,22.655714286000034,25.0,78.91,17.2471428571,28.6714285714,7.28571428571,33.3,23.9,18.6,57,2363000.0,False,False
1,45,0.0866,0.1209667,0.2244429,0.2498571,23.120000000000005,27.7,81.0528571429,17.73,28.3857142857,7.7,33.3,22.2,14.2,44,2363000.0,True,False
1,46,0.118,0.1422,0.08945,0.0668,21.924285714000007,31.72,79.0128571429,16.4814285714,27.5428571429,6.84285714286,31.7,22.8,161.0,34,2363000.0,False,False
1,47,0.0764,0.05613333,0.1343714,0.06401429,21.50285714300003,49.97,80.2557142857,16.0671428571,26.6857142857,7.0,31.1,22.2,26.1,47,2363000.0,False,False
1,48,0.0971,0.1026333,0.1617143,0.1198286,22.891428571000006,128.1,85.5871428571,17.5285714286,27.4,6.77142857143,32.8,23.3,46.3,60,2363000.0,False,False
1,49,0.1083,0.074125,0.1750667,0.15275,22.10285714300005,54.8,82.6485714286,16.6785714286,26.6285714286,7.24285714286,31.1,22.2,62.6,60,2363000.0,False,True
1,50,0.0547,0.1099,0.1981571,0.2159667,21.5,19.23,78.3114285714,16.0242857143,26.9142857143,7.18571428571,31.1,22.2,9.4,53,2363000.0,False,False
1,51,0.022309999999999997,0.066425,0.1923429,0.1941286,20.678571429000044,24.94,76.6614285714,15.2514285714,26.6857142857,8.38571428571,32.2,21.7,47.5,36,2363000.0,False,False
1,52,-0.01008,0.06821667,0.0869,0.0733125,19.650000000000034,23.8,76.7571428571,14.3242857143,25.9142857143,6.48571428571,29.4,21.7,5.5,31,2363000.0,False,False
1,1,0.02835,0.04366667,0.07865714,0.04645714,21.0,41.9,81.8785714286,15.52,25.8714285714,6.5,30.6,21.7,28.0,32,2381000.0,False,False
1,2,0.03006667,0.03785,0.1318857,0.1092,19.918571428999996,27.5,77.1442857143,14.4671428571,24.5,7.04285714286,28.3,20.6,23.5,28,2381000.0,False,False
1,3,0.048100000000000004,0.11345,0.2260571,0.2200286,19.925714286000016,11.2,76.9842857143,14.49,24.8571428571,7.12857142857,30.0,20.0,6.6,33,2381000.0,False,False
1,4,0.06613333,0.05705,0.1303667,0.1473833,19.691428571000017,21.8,77.8628571429,14.3071428571,24.4,6.1,28.9,20.0,15.2,33,2381000.0,False,False
1,5,0.047425,0.02253333,0.09238571,0.09468571,20.882857143000024,26.3,80.61,15.4528571429,26.6714285714,7.64285714286,31.7,19.4,9.4,35,2381000.0,True,False
1,6,0.2738,0.0558,0.2020857,0.2047857,19.721428571000047,14.3,79.8257142857,14.3857142857,25.4285714286,6.74285714286,30.0,20.6,2.1,22,2381000.0,False,False
1,7,0.1108667,0.173375,0.2375143,0.2274143,20.192857143000026,7.2,76.5328571429,14.7528571429,26.2714285714,8.1,31.7,20.6,2.8,13,2381000.0,False,False
1,8,0.1426667,0.1339,0.2699286,0.2615857,19.151428570999997,21.5,76.2171428571,13.8271428571,25.7,7.3,32.2,20.6,5.5,13,2381000.0,False,False
1,9,0.1744667,0.1338,0.1584833,0.1399167,18.76142857100001,1.8,73.2257142857,13.4942857143,25.5714285714,8.15714285714,30.0,21.1,2.3,21,2381000.0,False,True
1,10,0.09403333,0.214,0.2035714,0.2538286,17.625714286000004,2.7,70.6457142857,12.5828571429,24.9,7.61428571429,29.4,19.4,2.5,17,2381000.0,False,False
1,11,-0.0411,-0.0436,0.1725333,0.1717714,20.54285714300005,10.5,77.7842857143,15.0642857143,26.9285714286,8.47142857143,33.3,21.1,0.5,11,2381000.0,False,False
1,12,0.03225,0.10315,0.1850143,0.2041857,20.07285714300002,13.0,76.8485714286,14.6485714286,26.1428571429,7.52857142857,31.1,20.6,12.8,8,2381000.0,False,False
1,13,0.1194,0.08853333,0.1404714,0.1174286,20.662857142999997,20.27,80.7957142857,15.2,26.8857142857,7.62857142857,32.8,22.2,4.1,8,2381000.0,False,False
1,14,0.0518,0.0423,0.1903667,0.2082143,20.60285714300005,14.2,78.5642857143,15.1628571429,27.2,7.71428571429,32.8,21.1,4.6,6,2381000.0,False,False
1,15,-0.0158,0.01885,0.068,0.0834,20.915714286000025,23.2,78.9614285714,15.5,27.0714285714,7.78571428571,33.3,22.2,11.7,6,2381000.0,False,False
1,16,0.0828,0.0788,0.1334571,0.1317,20.922857143000044,63.49,81.2714285714,15.4885714286,25.8714285714,7.44285714286,31.1,21.7,8.4,7,2381000.0,False,False
